player_id,name,position,team_id
605177,Andrew Chafin,P,112
605200,Zach Davies,P,112
621219,Alec Mills,P,112
621550,Patrick Wisdom,3B,112
624522,Keegan Thompson,P,112
640464,Kohl Stewart,P,112
642727,Sergio Alcantara,SS,112
664023,Ian Happ,CF,112
664731,P.J. Higgins,C,112
667297,Tommy Nance,P,112
448281,Sean Doolittle,P,113
458015,Joey Votto,1B,113
489119,Wade Miley,P,113
502273,Mike Freeman,2B,113
542960,Brad Brach,P,113
553993,Eugenio Suarez,SS,113
571466,Tucker Barnhart,C,113
571657,Kyle Farmer,SS,113
571980,Tyler Naquin,CF,113
592206,Nick Castellanos,RF,113
592390,Heath Hembree,P,113
592622,Mark Payton,RF,113
595981,Scott Heineman,RF,113
605521,Art Warren,P,113
607237,Amir Garrett,P,113
608371,Lucas Sims,P,113
608385,Jesse Winker,LF,113
622088,Tejay Antone,P,113
622491,Luis Castillo,P,113
623485,Ashton Goudeau,P,113
641682,Ryan Hendrix,P,113
641816,Tyler Mahle,P,113
661269,Vladimir Gutierrez,P,113
663697,Jonathan India,2B,113
663886,Tyler Stephenson,C,113
673451,Shogo Akiyama,LF,113
425784,Rene Rivera,C,114
453284,Blake Parker,P,114
514917,Cesar Hernandez,2B,114
543766,Bryan Shaw,P,114
592696,Eddie Rosario,LF,114
595978,Austin Hedges,C,114
605548,Bradley Zimmer,CF,114
608070,Jose Ramirez,3B,114
615698,Cal Quantrill,P,114
621295,Nick Wittgren,P,114
623912,Harold Ramirez,CF,114
642708,Amed Rosario,SS,114
644374,Yu Chang,1B,114
647304,Josh Naylor,RF,114
650496,Jean Carlos Mejia,P,114
650644,Aaron Civale,P,114
656252,Bobby Bradley,1B,114
656529,Sam Hentges,P,114
661403,Emmanuel Clase,P,114
663986,Trevor Stephan,P,114
664208,Phil Maton,P,114
669456,Shane Bieber,P,114
669459,Kyle Nelson,P,114
675916,James Karinchak,P,114
680704,Nick Sandlin,P,114
680911,Owen Miller,2B,114
453268,Daniel Bard,P,115
453568,Charlie Blackmon,RF,115
468504,Jhoulys Chacin,P,115
543068,C.J. Cron,1B,115
553869,Elias Diaz,C,115
571710,Mychal Givens,P,115
592346,Chi Chi Gonzalez,P,115
596112,Robert Stephenson,P,115
596295,Austin Gomber,P,115
602074,Yonathan Daza,CF,115
606132,Raimel Tapia,LF,115
607536,Kyle Freeland,P,115
608032,Carlos Estevez,P,115
608566,German Marquez,P,115
622075,Yency Almonte,P,115
622608,Antonio Senzatela,P,115
624513,Dom Nunez,C,115
641386,Ben Bowden,P,115
641658,Garrett Hampson,CF,115
641755,Tyler Kinley,P,115
641857,Ryan McMahon,2B,115
656458,Lucas Gilbreath,P,115
656582,Connor Joe,1B,115
658069,Joshua Fuentes,3B,115
663898,Brendan Rodgers,2B,115
676701,Alan Trejo,2B,115
408234,Miguel Cabrera,1B,116
502706,Derek Holland,P,116
542585,Jose Cisnero,P,116
543257,Robbie Grossman,LF,116
570632,Jose Urena,P,116
570731,Jonathan Schoop,1B,116
571510,Matthew Boyd,P,116
592348,Niko Goodrum,SS,116
596057,Daniel Norris,P,116
605612,Harold Castro,2B,116
606992,Eric Haase,C,116
608335,Kyle Funkhouser,P,116
608577,Nomar Mazara,RF,116
641302,Tyler Alexander,P,116
641729,Joe Jimenez,P,116
642397,Gregory Soto,P,116
650489,Willi Castro,2B,116
650530,Bryan Garcia,P,116
656537,Derek Hill,CF,116
663554,Casey Mize,P,116
665621,Rony Garcia,P,116
668670,Jake Rogers,C,116
668731,Akil Baddoo,LF,116
669373,Tarik Skubal,P,116
670623,Isaac Paredes,2B,116
671345,Jason Foley,P,116
425844,Zack Greinke,P,117
455117,Martin Maldonado,C,117
488726,Michael Brantley,LF,117
493329,Yuli Gurriel,1B,117
514888,Jose Altuve,2B,117
519151,Ryan Pressly,P,117
543606,Jake Odorizzi,P,117
548384,Brooks Raley,P,117
592773,Ryne Stanek,P,117
596117,Garrett Stubbs,C,117
596825,Robel Garcia,2B,117
608324,Alex Bregman,3B,117
621043,Carlos Correa,SS,117
622100,Taylor Jones,1B,117
642130,Blake Taylor,P,117
656232,Brandon Bielak,P,117
660600,Enoli Paredes,P,117
663656,Kyle Tucker,RF,117
664285,Framber Valdez,P,117
664299,Cristian Javier,P,117
664353,Jose Urquidy,P,117
664702,Myles Straw,CF,117
670541,Yordan Alvarez,DH,117
670550,Nivaldo Rodriguez,P,117
676801,Chas McCormick,LF,117
677651,Luis Garcia,P,117
429722,Ervin Santana,P,118
451584,Wade Davis,P,118
467793,Carlos Santana,1B,118
501985,Mike Minor,P,118
502481,Jarrod Dyson,CF,118
518813,Greg Holland,P,118
521692,Salvador Perez,C,118
572191,Michael A. Taylor,CF,118
593160,Whit Merrifield,2B,118
593643,Hanser Alberto,3B,118
595956,Cam Gallagher,C,118
605130,Scott Barlow,P,118
622092,Kyle Zimmer,P,118
622251,Josh Staumont,P,118
624585,Jorge Soler,RF,118
641394,Jake Brentz,P,118
641531,Hunter Dozier,3B,118
641745,Brad Keller,P,118
642721,Kelvin Gutierrez,3B,118
643217,Andrew Benintendi,LF,118
658668,Edward Olivares,CF,118
663460,Kris Bubic,P,118
663804,Jackson Kowar,P,118
663903,Brady Singer,P,118
670032,Nicky Lopez,SS,118
671790,Ronald Bolanos,P,118
405395,Albert Pujols,1B,119
445276,Kenley Jansen,P,119
456034,David Price,P,119
457759,Justin Turner,3B,119
477132,Clayton Kershaw,P,119
518858,Nate Jones,P,119
519076,Jimmy Nelson,P,119
523260,Joe Kelly,P,119
545333,Trevor Bauer,P,119
571970,Max Muncy,1B,119
572041,AJ Pollock,LF,119
595014,Blake Treinen,P,119
605131,Austin Barnes,C,119
605141,Mookie Betts,RF,119
607461,Matt Beaty,LF,119
621035,Chris Taylor,CF,119
621111,Walker Buehler,P,119
624647,Victor Gonzalez,P,119
628711,Julio Urias,P,119
641355,Cody Bellinger,CF,119
641360,Phil Bickford,P,119
656716,Zach McKinstry,RF,119
664062,Tony Gonsolin,P,119
666158,Gavin Lux,2B,119
669257,Will Smith,C,119
669952,Mitch White,P,119
452657,Jon Lester,P,120
453286,Max Scherzer,P,120
474568,Jordy Mercer,2B,120
475582,Ryan Zimmerman,1B,120
488671,Alex Avila,C,120
502179,Paolo Espino,P,120
516770,Starlin Castro,3B,120
543228,Yan Gomes,C,120
543272,Brad Hand,P,120
543281,Josh Harrison,2B,120
543339,Daniel Hudson,P,120
571578,Patrick Corbin,P,120
593833,Wander Suero,P,120
605137,Josh Bell,1B,120
605452,Joe Ross,P,120
607208,Trea Turner,SS,120
607560,Ryne Harper,P,120
621348,Sam Clay,P,120
628450,Yadiel Hernandez,RF,120
640448,Kyle Finnegan,P,120
641851,Kyle McGowin,P,120
645302,Victor Robles,CF,120
656941,Kyle Schwarber,LF,120
663432,Tanner Rainey,P,120
664057,Andrew Stevenson,CF,120
665742,Juan Soto,RF,120
542340,Jonathan Villar,3B,121
543507,Trevor May,P,121
543510,James McCann,C,121
544727,Jeurys Familia,P,121
571901,Aaron Loup,P,121
573186,Marcus Stroman,P,121
592273,Brandon Drury,3B,121
592836,Taijuan Walker,P,121
592863,Mason Williams,LF,121
594798,Jacob deGrom,P,121
596019,Francisco Lindor,SS,121
606299,Jose Peraza,2B,121
606930,Jacob Barnes,P,121
607229,Robert Gsellman,P,121
607625,Seth Lugo,P,121
607680,Kevin Pillar,CF,121
612434,Miguel Castro,P,121
621242,Edwin Diaz,P,121
621512,Tomas Nido,C,121
622098,Drew Smith,P,121
624413,Pete Alonso,1B,121
641856,Billy McKinney,LF,121
642086,Dominic Smith,LF,121
656849,David Peterson,P,121
663905,Travis Blankenhorn,2B,121
664192,Joey Lucchesi,P,121
433589,Yusmeiro Petit,P,133
462101,Elvis Andrus,SS,133
476704,Jed Lowrie,2B,133
489265,Sergio Romo,P,133
500610,Deolis Guerra,P,133
518617,Jake Diekman,P,133
519048,Mitch Moreland,1B,133
572039,Stephen Piscotty,RF,133
572143,Burch Smith,P,133
592135,Cam Bedrosian,P,133
592192,Mark Canha,LF,133
593423,Frankie Montas,P,133
605135,Chris Bassitt,P,133
605244,Aramis Garcia,C,133
608344,Cole Irvin,P,133
621076,James Kaprielian,P,133
621450,Skye Bolt,CF,133
621566,Matt Olson,1B,133
640455,Sean Manaea,P,133
640461,Chad Pinder,LF,133
642152,Lou Trivino,P,133
643393,Tony Kemp,2B,133
656305,Matt Chapman,3B,133
664913,Seth Brown,RF,133
666200,Jesus Luzardo,P,133
669221,Sean Murphy,C,133
542881,Tyler Anderson,P,134
570256,Gregory Polanco,RF,134
570481,Erik Gonzalez,3B,134
592325,Ben Gamel,LF,134
592567,Colin Moran,1B,134
592741,Chasen Shreve,P,134
593144,Richard Rodriguez,P,134
595943,Phillip Evans,LF,134
605195,Kyle Crick,P,134
605280,Clay Holmes,P,134
605421,Michael Perez,C,134
607572,Sam Howard,P,134
607732,Jacob Stallings,C,134
608328,Chase De Jong,P,134
608717,Chris Stratton,P,134
621028,Kevin Newman,SS,134
621249,Duane Underwood Jr.,P,134
624428,Adam Frazier,2B,134
641771,Chad Kuhl,P,134
656605,Mitch Keller,P,134
663647,Ke'Bryan Hayes,3B,134
664141,JT Brubaker,P,134
664789,Ka'ai Tom,LF,134
665854,Luis Oviedo,P,134
668804,Bryan Reynolds,CF,134
670280,David Bednar,P,134
453343,Mark Melancon,P,135
489334,Craig Stammen,P,135
502054,Tommy Pham,LF,135
506433,Yu Darvish,P,135
543333,Eric Hosmer,1B,135
571976,Wil Myers,RF,135
572955,Pierce Johnson,P,135
592518,Manny Machado,3B,135
593590,Webster Rivas,1B,135
595777,Jurickson Profar,LF,135
605170,Victor Caratini,C,135
605397,Joe Musgrove,P,135
605483,Blake Snell,P,135
613534,Austin Adams,P,135
622503,Nabil Crismatt,P,135
622761,Jorge Mateo,RF,135
622766,Miguel Diaz,P,135
630105,Jake Cronenworth,2B,135
641941,Emilio Pagan,P,135
657434,Brian O'Grady,RF,135
657612,Tim Hill,P,135
659275,Dinelson Lamet,P,135
663978,Chris Paddack,P,135
665487,Fernando Tatis Jr.,SS,135
673490,Ha-Seong Kim,SS,135
677960,Ryan Weathers,P,135
502327,Hector Santiago,P,136
571745,Mitch Haniger,RF,136
572122,Kyle Seager,3B,136
579328,Yusei Kikuchi,P,136
594835,Marco Gonzales,P,136
605441,Yacksel Rios,P,136
605504,Dillon Thomas,RF,136
606160,Rafael Montero,P,136
608422,Jose Godoy,C,136
608596,Tom Murphy,C,136
608638,JT Chargois,P,136
608686,Jack Mayfield,2B,136
608716,Drew Steckenrider,P,136
622268,Donovan Walton,2B,136
623149,Paul Sewald,P,136
623167,Chris Flexen,P,136
641487,J.P. Crawford,SS,136
641584,Jake Fraley,LF,136
641871,Keynan Middleton,P,136
643418,Shed Long Jr.,2B,136
656954,Justus Sheffield,P,136
664034,Ty France,2B,136
664948,Anthony Misiewicz,P,136
666211,Taylor Trammell,CF,136
669302,Logan Gilbert,P,136
676684,Will Vest,P,136
456501,Johnny Cueto,P,137
456781,Donovan Solano,2B,137
457763,Buster Posey,C,137
459429,Jake McGee,P,137
474832,Brandon Belt,1B,137
501625,Jose Alvarez,P,137
527038,Wilmer Flores,2B,137
543063,Brandon Crawford,SS,137
543101,Anthony DeSclafani,P,137
592332,Kevin Gausman,P,137
596103,Austin Slater,CF,137
606424,Jarlin Garcia,P,137
608678,Dominic Leone,P,137
613564,Jason Vosler,3B,137
621453,Steven Duggar,CF,137
622072,Alex Wood,P,137
641793,Zack Littell,P,137
642073,Jimmie Sherfy,P,137
642731,Thairo Estrada,SS,137
643289,Mauricio Dubon,SS,137
643511,Tyler Rogers,P,137
643565,Mike Tauchman,LF,137
644433,Chadwick Tromp,C,137
664774,LaMonte Wade Jr,LF,137
669214,Conner Menez,P,137
669674,Sammy Long,P,137
425794,Adam Wainwright,P,138
425877,Yadier Molina,C,138
453192,Andrew Miller,P,138
502671,Paul Goldschmidt,1B,138
571448,Nolan Arenado,3B,138
572761,Matt Carpenter,2B,138
593372,Carlos Martinez,P,138
594965,Daniel Ponce de Leon,P,138
596056,John Nogowski,1B,138
602922,Jose Rondon,SS,138
606149,Giovanny Gallegos,P,138
607231,John Gant,P,138
621052,Alex Reyes,P,138
624641,Edmundo Sosa,SS,138
641933,Tyler O'Neill,LF,138
650893,Genesis Cabrera,P,138
657041,Lane Thomas,CF,138
658551,Junior Fernandez,P,138
663765,Jake Woodford,P,138
664854,Ryan Helsley,P,138
666185,Dylan Carlson,CF,138
667373,Angel Rondon,P,138
668800,Andrew Knizner,C,138
669242,Tommy Edman,2B,138
670912,Johan Oviedo,P,138
676220,Seth Elledge,P,138
448179,Rich Hill,P,139
543521,Collin McHugh,P,139
552640,Andrew Kittredge,P,139
572287,Mike Zunino,C,139
595281,Kevin Kiermaier,CF,139
595411,Ryan Sherriff,P,139
605488,Jeffrey Springs,P,139
607192,Tyler Glasnow,P,139
608379,Michael Wacha,P,139
621433,Brett Phillips,CF,139
621563,Joey Wendle,3B,139
622534,Manuel Margot,RF,139
640457,Austin Meadows,LF,139
642232,Ryan Yarbrough,P,139
642336,Francisco Mejia,C,139
650490,Yandy Diaz,1B,139
650895,Diego Castillo,P,139
656420,J.P. Feyereisen,P,139
657044,Ryan Thompson,P,139
663556,Shane McClanahan,P,139
664040,Brandon Lowe,2B,139
664126,Pete Fairbanks,P,139
668227,Randy Arozarena,RF,139
670712,Mike Brosseau,2B,139
670764,Taylor Walls,SS,139
676596,Josh Fleming,P,139
502043,Kyle Gibson,P,140
518586,Charlie Culberson,3B,140
543475,Jordan Lyles,P,140
570257,Joely Rodriguez,P,140
571788,Brock Holt,3B,140
592314,Mike Foltynewicz,P,140
607359,Spencer Patton,P,140
608336,Joey Gallo,RF,140
621368,Taylor Hearn,P,140
622250,Josh Sborz,P,140
624431,Jose Trevino,C,140
641432,Willie Calhoun,LF,140
641540,Dane Dunning,P,140
641680,Jonah Heim,C,140
641829,Jason Martin,LF,140
642201,Eli White,OF,140
643396,Isiah Kiner-Falefa,SS,140
656685,Brett Martin,P,140
660365,Hyeon-Jong Yang,P,140
663465,Kolby Allard,P,140
663770,Demarcus Evans,P,140
663993,Nate Lowe,1B,140
666969,Adolis Garcia,CF,140
667463,John King,P,140
669256,Nick Solak,2B,140
676969,Brett de Geus,P,140
503569,Rafael Dolis,P,141
543022,Tyler Chatwood,P,141
543760,Marcus Semien,2B,141
545341,Randal Grichuk,CF,141
547943,Hyun Jin Ryu,P,141
548389,Ross Stripling,P,141
571927,Steven Matz,P,141
592662,Robbie Ray,P,141
605218,Carl Edwards Jr.,P,141
605412,Joe Panik,3B,141
605447,Jordan Romano,P,141
606192,Teoscar Hernandez,RF,141
606303,Joel Payamps,P,141
621593,Anthony Castro,P,141
624512,Reese McGuire,C,141
641505,Jonathan Davis,CF,141
641835,Tim Mayza,P,141
642133,Rowdy Tellez,1B,141
656180,Riley Adams,C,141
663423,Trent Thornton,P,141
665489,Vladimir Guerrero Jr.,1B,141
666182,Bo Bichette,SS,141
666201,Alek Manoah,P,141
666971,Lourdes Gurriel Jr.,LF,141
669289,Santiago Espinal,3B,141
676886,Jeremy Beasley,P,141
443558,Nelson Cruz,DH,142
457918,J.A. Happ,P,142
501381,Michael Pineda,P,142
517008,Alex Colome,P,142
518626,Josh Donaldson,3B,142
533167,Matt Shoemaker,P,142
553902,Willians Astudillo,1B,142
570663,Hansel Robles,P,142
573124,Taylor Rogers,P,142
592743,Andrelton Simmons,SS,142
593871,Jorge Polanco,2B,142
593934,Miguel Sano,1B,142
608648,Tyler Duffey,P,142
608652,Luke Farrell,P,142
608701,Rob Refsnyder,CF,142
621244,Jose Berrios,P,142
624503,Nick Gordon,SS,142
641927,Bailey Ober,P,142
643377,Griffin Jax,P,142
660896,Jorge Alcala,P,142
663616,Trevor Larnach,LF,142
664247,Kyle Garlick,LF,142
666135,Alex Kirilloff,LF,142
666163,Ben Rortvedt,C,142
677976,Randy Dobnak,P,142
680777,Ryan Jeffers,C,142
457705,Andrew McCutchen,LF,143
459964,Matt Joyce,LF,143
502624,Chase Anderson,P,143
516416,Jean Segura,2B,143
543543,Brad Miller,LF,143
546318,Odubel Herrera,CF,143
547180,Bryce Harper,RF,143
554430,Zack Wheeler,P,143
571735,David Hale,P,143
591720,Ronald Torreyes,SS,143
592663,J.T. Realmuto,C,143
592826,Vince Velasquez,P,143
593576,Hector Neris,P,143
595284,Andrew Knapp,C,143
605151,Archie Bradley,P,143
605400,Aaron Nola,P,143
608671,Travis Jankowski,LF,143
621107,Zach Eflin,P,143
621237,Jose Alvarado,P,143
624133,Ranger Suarez,P,143
641401,Connor Brogdon,P,143
656322,Sam Coonrod,P,143
656555,Rhys Hoskins,1B,143
663897,Luke Williams,2B,143
664761,Alec Bohm,3B,143
675921,Spencer Howard,P,143
450203,Charlie Morton,P,144
455119,Chris Martin,P,144
458708,Josh Tomlin,P,144
467055,Pablo Sandoval,1B,144
501303,Ehire Adrianza,RF,144
501659,Abraham Almonte,RF,144
518692,Freddie Freeman,1B,144
519293,Will Smith,P,144
542255,Ender Inciarte,CF,144
554431,Tyler Matzek,P,144
572888,Shane Greene,P,144
592426,Luke Jackson,P,144
592767,Drew Smyly,P,144
607345,Kevan Smith,C,144
608331,Max Fried,P,144
621020,Dansby Swanson,SS,144
621345,A.J. Minter,P,144
628338,Guillermo Heredia,CF,144
645277,Ozzie Albies,2B,144
650828,Edgar Santana,P,144
656353,Tucker Davidson,P,144
656794,Sean Newcomb,P,144
660670,Ronald Acuna Jr.,RF,144
661388,William Contreras,C,144
663586,Austin Riley,3B,144
666120,Ian Anderson,P,144
458681,Lance Lynn,P,145
518735,Yasmani Grandal,C,145
521230,Liam Hendriks,P,145
544725,Leury Garcia,CF,145
547989,Jose Abreu,1B,145
571875,Jake Lamb,LF,145
572971,Dallas Keuchel,P,145
594809,Adam Eaton,RF,145
605359,Evan Marshall,P,145
606213,Yermin Mercedes,1B,145
607074,Carlos Rodon,P,145
607481,Aaron Bummer,P,145
608337,Lucas Giolito,P,145
614179,Jose Ruiz,P,145
621114,Ryan Burr,P,145
641313,Tim Anderson,SS,145
641470,Zack Collins,C,145
641553,Adam Engel,CF,145
641582,Matt Foster,P,145
656302,Dylan Cease,P,145
660162,Yoan Moncada,3B,145
663611,Nick Madrigal,2B,145
664901,Danny Mendick,SS,145
676051,Codi Heuer,P,145
676979,Garrett Crochet,P,145
683734,Andrew Vaughn,LF,145
446321,Ross Detwiler,P,146
506702,Sandy Leon,C,146
516782,Starling Marte,CF,146
542583,Jesus Aguilar,1B,146
542914,Anthony Bass,P,146
542932,Jon Berti,3B,146
542947,Richard Bleier,P,146
554340,Yimi Garcia,P,146
571670,Dylan Floro,P,146
572816,Corey Dickerson,LF,146
594807,Adam Duvall,RF,146
595751,Jorge Alfaro,C,146
595928,John Curtiss,P,146
605507,Zach Thompson,P,146
641154,Pablo Lopez,P,146
642423,Magneuris Sierra,CF,146
643256,Adam Cimber,P,146
645261,Sandy Alcantara,P,146
647315,Zach Pop,P,146
650331,Lewin Diaz,1B,146
656371,Isan Diaz,2B,146
665862,Jazz Chisholm Jr.,2B,146
666129,Braxton Garrett,P,146
669432,Trevor Rogers,P,146
669622,Anthony Bender,P,146
672701,Jose Devers,SS,146
458731,Brett Gardner,LF,147
476595,Lucas Luetge,P,147
518934,DJ LeMahieu,2B,147
519317,Giancarlo Stanton,DH,147
543037,Gerrit Cole,P,147
543309,Kyle Higashioka,C,147
547973,Aroldis Chapman,P,147
570482,Gio Urshela,3B,147
570666,Luis Cessa,P,147
592450,Aaron Judge,RF,147
592791,Jameson Taillon,P,147
593334,Domingo German,P,147
593974,Wandy Peralta,P,147
596059,Rougned Odor,2B,147
596142,Gary Sanchez,C,147
609280,Miguel Andujar,LF,147
621139,Brooks Kriske,P,147
640449,Clint Frazier,LF,147
641482,Nestor Cortes,P,147
642180,Tyler Wade,SS,147
642528,Jonathan Loaisiga,P,147
643338,Chad Green,P,147
650402,Gleyber Torres,SS,147
650633,Michael King,P,147
656467,Chris Gittens,1B,147
656756,Jordan Montgomery,P,147
444489,Manny Pina,C,158
474463,Brett Anderson,P,158
502202,Brad Boxberger,P,158
541645,Avisail Garcia,RF,158
543768,Travis Shaw,3B,158
553882,Omar Narvaez,C,158
571948,Hoby Milner,P,158
592885,Christian Yelich,LF,158
596129,Daniel Vogelbach,1B,158
598265,Jackie Bradley Jr.,CF,158
605288,Adrian Houser,P,158
605540,Brandon Woodruff,P,158
607054,Jace Peterson,2B,158
608718,Brent Suter,P,158
621002,Daniel Robertson,SS,158
621438,Tyrone Taylor,LF,158
622569,Pablo Reyes,3B,158
623352,Josh Hader,P,158
641778,Eric Lauer,P,158
642207,Devin Williams,P,158
642233,Eric Yardley,P,158
642547,Freddy Peralta,P,158
642715,Willy Adames,SS,158
649966,Luis Urias,SS,158
669203,Corbin Burnes,P,158
670950,Trevor Richards,P,158
